head,predicate,tail,dataset
00235435,_derivationally_related_form,01628449,train
08560952,_hypernym,08628921,train
09185612,_synset_domain_topic_of,00704305,train
15210486,_hypernym,15209706,train
04677716,_synset_domain_topic_of,11094611,train
00758525,_hypernym,00757730,train
06845599,_member_of_domain_usage,04425262,train
00951781,_derivationally_related_form,00470386,valid
01689379,_hypernym,01690294,train
04099649,_hypernym,02798290,train
09931418,_hypernym,10694258,train
13911872,_derivationally_related_form,01589056,train
15206744,_hypernym,15113229,train
00553362,_hypernym,00553173,train
00025985,_hypernym,00025654,train
02181402,_hypernym,02180898,train
01449586,_hypernym,01432517,train
01664172,_derivationally_related_form,09963320,train
03812541,_instance_hypernym,08337324,train
00640889,_hypernym,00636921,train
12051792,_hypernym,12041446,train
15244650,_hypernym,15180528,train
01989720,_derivationally_related_form,05003273,train
01171183,_verb_group,01172275,train
01222859,_derivationally_related_form,00850501,train
14936226,_hypernym,14696793,train
01032368,_hypernym,01032040,train
02519666,_hypernym,02367363,train
04551950,_hypernym,04426788,train
02319428,_derivationally_related_form,00362103,train
15174218,_has_part,15211806,train
08766988,_has_part,08772922,train
07409592,_derivationally_related_form,01206218,train
04935904,_hypernym,04935003,valid
02625418,_member_meronym,02625612,train
13819207,_hypernym,13815152,train
00066025,_hypernym,00066191,train
09965134,_derivationally_related_form,00852506,valid
07484547,_derivationally_related_form,01826060,train
01468058,_hypernym,01468576,train
04495051,_hypernym,02883344,train
00296946,_derivationally_related_form,01912159,train
09761068,_derivationally_related_form,02434541,train
07314658,_hypernym,07314427,train
03654374,_derivationally_related_form,10387586,train
06987124,_derivationally_related_form,03039087,train
00777324,_hypernym,00776732,train
01364184,_hypernym,01363648,train
11540230,_member_meronym,11540439,train
00376994,_derivationally_related_form,00107739,train
11885292,_hypernym,12205694,train
08663860,_hypernym,08630039,train
04442831,_derivationally_related_form,10713923,train
04876985,_hypernym,04723816,train
01079604,_derivationally_related_form,00463234,train
08956760,_instance_hypernym,08700255,train
01726390,_member_meronym,01740283,train
00255710,_derivationally_related_form,00036362,train
01818959,_member_meronym,01819115,valid
10580030,_derivationally_related_form,02431320,train
00713167,_derivationally_related_form,00157389,valid
01626138,_derivationally_related_form,09949946,train
01325536,_derivationally_related_form,14540564,train
10567401,_derivationally_related_form,01315613,train
08848731,_has_part,08849372,train
12765679,_hypernym,11567411,train
00565081,_hypernym,00126264,train
14728724,_hypernym,14944888,train
02623868,_member_meronym,02626590,train
09871364,_hypernym,10287213,train
07176243,_derivationally_related_form,00806049,train
01885239,_hypernym,01968569,train
12900987,_hypernym,12900462,train
00209943,_derivationally_related_form,00352826,train
14493426,_derivationally_related_form,02632567,train
02329578,_verb_group,02329733,train
01181295,_derivationally_related_form,07578363,train
00633443,_derivationally_related_form,05952979,train
05997659,_hypernym,05996646,train
01126846,_hypernym,01127411,train
00850986,_hypernym,00850425,train
01076793,_derivationally_related_form,04657876,train
14356993,_hypernym,14356328,train
01411630,_derivationally_related_form,04372171,train
06940290,_derivationally_related_form,03045750,train
09305479,_instance_hypernym,09233715,train
10386312,_hypernym,09630641,train
02632694,_member_meronym,02633287,train
14538113,_hypernym,14536438,train
00650016,_derivationally_related_form,05748054,train
01996735,_derivationally_related_form,08428019,train
03194992,_hypernym,02772868,train
01297401,_hypernym,01296462,train
02369633,_hypernym,02367363,train
00269258,_hypernym,00266806,train
15161872,_hypernym,15162210,train
01642924,_hypernym,01645601,train
02887489,_derivationally_related_form,01481154,train
02126686,_hypernym,02125641,train
01227137,_also_see,01370590,train
12376950,_member_meronym,12377328,train
02337699,_derivationally_related_form,08511970,train
01566476,_derivationally_related_form,10294602,train
00673766,_derivationally_related_form,05804491,train
01462005,_derivationally_related_form,00380083,train
01369758,_also_see,01259458,train
08860123,_member_of_domain_region,08168117,train
10913641,_instance_hypernym,09765278,train
04907575,_hypernym,04907269,train
01159025,_hypernym,01158690,train
02272373,_synset_domain_topic_of,01099436,train
01783706,_hypernym,01767661,train
07313241,_derivationally_related_form,00365188,train
06452601,_has_part,06440937,train
01606205,_hypernym,01587062,train
08790748,_instance_hypernym,09316454,train
11726925,_member_meronym,11727540,valid
02387034,_hypernym,02387486,train
14906850,_hypernym,14806838,train
01660719,_hypernym,08103777,train
03027250,_has_part,03594277,train
02027003,_derivationally_related_form,05113462,train
14646152,_hypernym,14622893,train
12505987,_member_meronym,12506181,train
00889082,_derivationally_related_form,00606600,train
00716945,_hypernym,00712225,train
00419137,_derivationally_related_form,07443210,train
09933411,_hypernym,09762101,train
09148970,_has_part,09152570,train
00247442,_hypernym,00243918,train
04192858,_derivationally_related_form,01130169,train
03161450,_derivationally_related_form,02191311,train
00238867,_verb_group,00239614,train
02627686,_hypernym,01432517,train
02049672,_member_meronym,02050921,train
03748886,_derivationally_related_form,01621555,train
00853958,_derivationally_related_form,06778102,train
00097504,_derivationally_related_form,01712704,train
05216365,_has_part,05511286,train
12501745,_member_meronym,12525347,train
08946187,_instance_hypernym,08698379,train
01255222,_hypernym,01299268,train
01426077,_derivationally_related_form,05913275,train
01871979,_derivationally_related_form,11458624,train
14639921,_hypernym,14622893,train
02291748,_hypernym,02291572,train
00217956,_hypernym,00214951,train
00247439,_derivationally_related_form,05399847,train
04572344,_hypernym,03302121,train
04046590,_derivationally_related_form,02711543,train
06742932,_hypernym,06742772,train
00922144,_derivationally_related_form,01628197,train
14855724,_derivationally_related_form,03008207,train
01050187,_hypernym,01048912,train
02430922,_hypernym,02536557,train
02593863,_member_meronym,02594250,train
12039743,_member_meronym,12075495,train
02650840,_derivationally_related_form,08160276,train
04484432,_hypernym,04494204,valid
00653449,_derivationally_related_form,05779116,train
00084371,_derivationally_related_form,00601822,train
01576863,_member_meronym,01577265,train
11165854,_instance_hypernym,10214637,train
08780881,_member_of_domain_region,13802098,train
05700401,_hypernym,05836921,train
09323824,_has_part,09403581,train
14812359,_hypernym,14585519,train
00209837,_hypernym,00552815,train
00946806,_hypernym,00945401,train
00647094,_derivationally_related_form,01498769,train
02038993,_hypernym,02022684,train
06542267,_hypernym,06539770,train
01910373,_hypernym,01831531,train
00069879,_derivationally_related_form,00744443,train
07500741,_derivationally_related_form,01827858,valid
02384686,_derivationally_related_form,10150940,train
09117351,_member_of_domain_region,01294127,train
02348568,_hypernym,02232190,train
00364297,_hypernym,02609764,test
00283911,_derivationally_related_form,00161739,train
12078596,_hypernym,11556857,train
08860123,_member_of_domain_region,07620327,train
13220842,_member_meronym,13225729,train
05779712,_derivationally_related_form,00633443,train
13405962,_hypernym,13412321,valid
03061505,_hypernym,03079741,train
02182851,_derivationally_related_form,03125352,train
01867697,_derivationally_related_form,00439484,train
04586761,_hypernym,03996655,train
02656670,_hypernym,02652668,valid
00367685,_derivationally_related_form,07373602,train
11784323,_member_meronym,11784497,train
01928154,_synset_domain_topic_of,00815801,train
02303331,_derivationally_related_form,00213694,train
01963876,_hypernym,01939598,train
02360448,_also_see,02523275,train
10335801,_derivationally_related_form,00941990,train
01249483,_derivationally_related_form,01800195,train
02159271,_member_meronym,02272707,train
10153155,_hypernym,09867956,train
02412939,_derivationally_related_form,10007109,train
00549284,_hypernym,00548326,train
02002410,_hypernym,02002720,test
05913994,_synset_domain_topic_of,06234825,train
02494356,_derivationally_related_form,01162376,train
00089027,_hypernym,00088481,train
10162991,_hypernym,09623038,train
02584981,_derivationally_related_form,04806804,train
02832168,_hypernym,02854156,train
12556030,_member_meronym,12556793,valid
13721177,_has_part,13720852,train
12956170,_hypernym,13102409,train
10550951,_instance_hypernym,09587565,train
01139194,_derivationally_related_form,02444662,train
05421723,_hypernym,05418717,train
10334567,_hypernym,09606009,train
00282050,_derivationally_related_form,01993926,train
02468618,_hypernym,02467662,train
00945777,_derivationally_related_form,00645939,train
07605474,_hypernym,07597365,test
06570110,_hypernym,06568978,train
07440240,_derivationally_related_form,01903756,train
00074790,_derivationally_related_form,00013172,train
00182213,_derivationally_related_form,02462580,train
00205349,_derivationally_related_form,02237338,train
01551195,_derivationally_related_form,04693900,train
02180797,_also_see,01934554,train
11128394,_instance_hypernym,09805475,train
01216522,_derivationally_related_form,00812526,train
01950952,_member_meronym,01951107,valid
07223811,_derivationally_related_form,01810447,train
09303647,_has_part,09277010,train
02986348,_hypernym,02965300,train
01503061,_hypernym,01471682,train
10386515,_hypernym,00007846,train
13543564,_synset_domain_topic_of,00704305,train
09923673,_hypernym,09625401,train
05989479,_hypernym,05793000,train
04703698,_hypernym,04703424,train
12715569,_hypernym,11566682,train
01850035,_member_meronym,01850192,train
08913434,_has_part,08919241,train
02981024,_hypernym,04497962,train
01389776,_derivationally_related_form,00320852,train
00781303,_hypernym,02367363,train
01237231,_hypernym,01236164,train
01634424,_hypernym,01634142,train
13573181,_hypernym,13526110,train
02120079,_hypernym,02118333,train
06610992,_derivationally_related_form,01036804,train
01277649,_derivationally_related_form,02833576,train
00094001,_derivationally_related_form,03109399,train
10352299,_derivationally_related_form,08641113,train
09848110,_hypernym,09847727,train
11633459,_hypernym,11554175,train
09322087,_hypernym,09394007,train
03980332,_hypernym,03485997,train
06355459,_hypernym,06353934,train
12008017,_hypernym,11579418,train
06548498,_synset_domain_topic_of,08441203,train
05748054,_hypernym,05701944,train
10472129,_hypernym,10144838,train
05928118,_hypernym,05926676,train
01662771,_hypernym,01659248,train
00996485,_also_see,02343816,train
14200873,_hypernym,14198576,train
01733634,_hypernym,01657723,train
10743675,_derivationally_related_form,00983824,train
10012484,_derivationally_related_form,07560903,test
00774641,_hypernym,00754942,train
02984061,_hypernym,03028079,valid
00874067,_derivationally_related_form,00672277,train
09039411,_has_part,09040475,train
09044862,_has_part,09084750,train
06495328,_hypernym,06481320,train
13629309,_has_part,13628592,train
02333689,_derivationally_related_form,00027167,train
13946760,_derivationally_related_form,02633534,train
15212167,_has_part,15200314,train
01387786,_derivationally_related_form,01741562,train
01077887,_hypernym,01076615,train
09086173,_has_part,09086635,train
10427658,_hypernym,09620078,train
02515914,_member_meronym,02516427,train
02748183,_has_part,03485997,train
06757891,_derivationally_related_form,01634424,train
01561318,_hypernym,01507175,train
06814870,_has_part,06862202,train
10667041,_hypernym,10412055,train
