head,predicate,tail
05700401,_hypernym,05836921
09323824,_has_part,09403581
14812359,_hypernym,14585519
00209837,_hypernym,00552815
00946806,_hypernym,00945401
00647094,_derivationally_related_form,01498769
02038993,_hypernym,02022684
06542267,_hypernym,06539770
01910373,_hypernym,01831531
00069879,_derivationally_related_form,00744443
02384686,_derivationally_related_form,10150940
09117351,_member_of_domain_region,01294127
02348568,_hypernym,02232190
00283911,_derivationally_related_form,00161739
12078596,_hypernym,11556857
08860123,_member_of_domain_region,07620327
13220842,_member_meronym,13225729
05779712,_derivationally_related_form,00633443
03061505,_hypernym,03079741
02182851,_derivationally_related_form,03125352
01867697,_derivationally_related_form,00439484
04586761,_hypernym,03996655
00367685,_derivationally_related_form,07373602
11784323,_member_meronym,11784497
01928154,_synset_domain_topic_of,00815801
02303331,_derivationally_related_form,00213694
01963876,_hypernym,01939598
02360448,_also_see,02523275
10335801,_derivationally_related_form,00941990
01249483,_derivationally_related_form,01800195
02159271,_member_meronym,02272707
10153155,_hypernym,09867956
02412939,_derivationally_related_form,10007109
00549284,_hypernym,00548326
05913994,_synset_domain_topic_of,06234825
02494356,_derivationally_related_form,01162376
00089027,_hypernym,00088481
10162991,_hypernym,09623038
02584981,_derivationally_related_form,04806804
02832168,_hypernym,02854156
13721177,_has_part,13720852
12956170,_hypernym,13102409
10550951,_instance_hypernym,09587565
01139194,_derivationally_related_form,02444662
05421723,_hypernym,05418717
10334567,_hypernym,09606009
00282050,_derivationally_related_form,01993926
02468618,_hypernym,02467662
00945777,_derivationally_related_form,00645939
06570110,_hypernym,06568978
07440240,_derivationally_related_form,01903756
00074790,_derivationally_related_form,00013172
00182213,_derivationally_related_form,02462580
00205349,_derivationally_related_form,02237338
01551195,_derivationally_related_form,04693900
02180797,_also_see,01934554
11128394,_instance_hypernym,09805475
01216522,_derivationally_related_form,00812526
07223811,_derivationally_related_form,01810447
09303647,_has_part,09277010
02986348,_hypernym,02965300
01503061,_hypernym,01471682
10386515,_hypernym,00007846
13543564,_synset_domain_topic_of,00704305
09923673,_hypernym,09625401
05989479,_hypernym,05793000
04703698,_hypernym,04703424
12715569,_hypernym,11566682
01850035,_member_meronym,01850192
08913434,_has_part,08919241
02981024,_hypernym,04497962
01389776,_derivationally_related_form,00320852
00781303,_hypernym,02367363
01237231,_hypernym,01236164
01634424,_hypernym,01634142
13573181,_hypernym,13526110
02120079,_hypernym,02118333
06610992,_derivationally_related_form,01036804
01277649,_derivationally_related_form,02833576
00094001,_derivationally_related_form,03109399
10352299,_derivationally_related_form,08641113
09848110,_hypernym,09847727
11633459,_hypernym,11554175
09322087,_hypernym,09394007
03980332,_hypernym,03485997
06355459,_hypernym,06353934
12008017,_hypernym,11579418
06548498,_synset_domain_topic_of,08441203
05748054,_hypernym,05701944
10472129,_hypernym,10144838
05928118,_hypernym,05926676
01662771,_hypernym,01659248
00996485,_also_see,02343816
14200873,_hypernym,14198576
01733634,_hypernym,01657723
10743675,_derivationally_related_form,00983824
00774641,_hypernym,00754942
00874067,_derivationally_related_form,00672277
09039411,_has_part,09040475
09044862,_has_part,09084750
06495328,_hypernym,06481320
13629309,_has_part,13628592
02333689,_derivationally_related_form,00027167
13946760,_derivationally_related_form,02633534
15212167,_has_part,15200314
01387786,_derivationally_related_form,01741562
01077887,_hypernym,01076615
09086173,_has_part,09086635
10427658,_hypernym,09620078
02515914,_member_meronym,02516427
02748183,_has_part,03485997
06757891,_derivationally_related_form,01634424
01561318,_hypernym,01507175
06814870,_has_part,06862202
10667041,_hypernym,10412055
09023321,_has_part,08493261
08841667,_has_part,09037133
01103614,_derivationally_related_form,00967625
00239024,_hypernym,00235435
01039925,_derivationally_related_form,00866702
09757175,_hypernym,10020890
10675481,_hypernym,10206173
04353803,_derivationally_related_form,02627555
14658109,_hypernym,14625458
06611856,_hypernym,06612266
02534352,_member_meronym,02537847
05683390,_derivationally_related_form,00784874
05706629,_derivationally_related_form,00800930
00637259,_derivationally_related_form,05121418
02373336,_hypernym,02370806
09068921,_instance_hypernym,08633957
00502952,_hypernym,00502415
13095348,_hypernym,13086908
12820434,_hypernym,11744859
04754440,_hypernym,04754237
02834778,_derivationally_related_form,09986189
00003826,_derivationally_related_form,14359459
01824339,_derivationally_related_form,07185870
03250588,_hypernym,03997484
10324851,_hypernym,09623038
11219635,_instance_hypernym,10650162
13446390,_hypernym,13518963
04097866,_hypernym,03419014
05300675,_has_part,05324888
01038666,_derivationally_related_form,07134850
13270038,_derivationally_related_form,02263027
00803325,_derivationally_related_form,09825096
05892427,_hypernym,01129920
00768921,_derivationally_related_form,01654271
02406533,_hypernym,02406174
01253060,_derivationally_related_form,00004605
00653620,_derivationally_related_form,00185307
00149699,_derivationally_related_form,01596404
02181538,_derivationally_related_form,07391863
12039743,_member_meronym,12044571
02149302,_derivationally_related_form,14574846
10421753,_hypernym,10421470
01104624,_hypernym,01101913
05549576,_hypernym,05303402
00158996,_derivationally_related_form,10195261
07969695,_hypernym,07950920
06724066,_hypernym,06722453
00192051,_hypernym,00126264
00798108,_hypernym,00432689
01321671,_hypernym,01321002
11804604,_member_meronym,11818515
01486312,_derivationally_related_form,02975212
00407090,_derivationally_related_form,02713372
02431971,_derivationally_related_form,09770472
02653159,_derivationally_related_form,04031884
00900726,_derivationally_related_form,01582645
00081072,_synset_domain_topic_of,00612160
05566504,_derivationally_related_form,01209678
10502329,_hypernym,09505153
13355656,_synset_domain_topic_of,06149484
01522594,_member_meronym,01522789
02560383,_member_meronym,02560546
02622969,_hypernym,02622234
02459915,_hypernym,02656390
01990800,_hypernym,01975687
00253270,_derivationally_related_form,00475183
00406053,_hypernym,00406243
02505716,_also_see,00583239
01249294,_synset_domain_topic_of,00243918
11867525,_member_meronym,11871916
03102371,_hypernym,04330340
06136258,_derivationally_related_form,10488865
01880531,_derivationally_related_form,04901326
10495555,_derivationally_related_form,02245555
14674408,_hypernym,15096783
08060446,_derivationally_related_form,01653442
00780575,_similar_to,00779374
07354731,_hypernym,07473441
00296585,_hypernym,01080366
00079398,_derivationally_related_form,02244956
00378042,_derivationally_related_form,02923129
08759986,_member_meronym,09705287
03099945,_derivationally_related_form,00114837
09719430,_hypernym,07967382
08274565,_hypernym,08182379
05588551,_hypernym,05284333
02472223,_derivationally_related_form,06481320
02461063,_derivationally_related_form,00719705
12768177,_member_meronym,12768369
09698644,_hypernym,09634494
02028722,_derivationally_related_form,08183046
02005778,_derivationally_related_form,00073032
01430111,_also_see,01925372
09936620,_hypernym,00007846
06189551,_derivationally_related_form,10318414
02574205,_derivationally_related_form,10752480
02806907,_derivationally_related_form,05765415
02663086,_member_meronym,02663211
04974340,_hypernym,04959672
08183398,_derivationally_related_form,01524298
01656788,_derivationally_related_form,03533486
00970215,_derivationally_related_form,10454752
02453611,_hypernym,01886756
00961329,_hypernym,00938247
01204055,_derivationally_related_form,01041916
04287153,_hypernym,03848729
07794159,_hypernym,07776866
01969103,_hypernym,08103777
12917338,_member_meronym,12920521
03791235,_has_part,03243625
00273963,_derivationally_related_form,14889479
08192557,_hypernym,08337324
08135342,_has_part,08141664
01662614,_derivationally_related_form,03999992
08860123,_member_of_domain_region,08349548
09263619,_instance_hypernym,09328904
06155567,_hypernym,06153846
13905572,_derivationally_related_form,02717701
00351638,_hypernym,00351485
05167412,_hypernym,05167237
05696020,_derivationally_related_form,00456596
02654947,_derivationally_related_form,09369169
01053207,_derivationally_related_form,00924431
02387486,_hypernym,00205885
09991530,_hypernym,09606009
01137829,_hypernym,02339413
00443670,_derivationally_related_form,14879750
02292272,_hypernym,01762525
00664849,_hypernym,00654885
00783523,_derivationally_related_form,06796642
00289679,_derivationally_related_form,04961691
14244726,_hypernym,14242922
01183031,_synset_domain_topic_of,08441203
08953151,_derivationally_related_form,09714120
08970318,_instance_hypernym,08524735
13577934,_has_part,13717155
01219551,_derivationally_related_form,00787660
06523132,_derivationally_related_form,02460619
02278470,_synset_domain_topic_of,00766234
03022406,_hypernym,14620895
00446514,_synset_domain_topic_of,06084469
08429167,_hypernym,07975026
02457825,_derivationally_related_form,04915687
03029603,_hypernym,03471473
07496755,_derivationally_related_form,01802689
00983635,_derivationally_related_form,07112550
01010334,_hypernym,01009871
10317007,_derivationally_related_form,00752335
11886788,_member_meronym,11887119
02019716,_hypernym,02016523
10395209,_derivationally_related_form,05777830
11741010,_member_meronym,11741175
05309591,_hypernym,08660339
04842515,_derivationally_related_form,01793177
14110411,_hypernym,14204950
00751529,_derivationally_related_form,00474308
01061017,_hypernym,00740577
11962108,_hypernym,11579418
11127996,_instance_hypernym,10453533
02262139,_derivationally_related_form,13416345
07577772,_hypernym,07573696
01731353,_synset_domain_topic_of,07020895
07343195,_synset_domain_topic_of,00455599
11778534,_member_meronym,11790624
01764171,_derivationally_related_form,05684440
06417096,_synset_domain_topic_of,08083599
08832447,_hypernym,08654360
12838027,_member_meronym,12860254
02402425,_hypernym,02402010
08860123,_member_of_domain_region,06489190
09842047,_derivationally_related_form,02802215
12257920,_hypernym,11575425
03035089,_hypernym,04295881
12128645,_hypernym,11556857
08186047,_hypernym,08058098
02851550,_derivationally_related_form,07269916
04008947,_hypernym,04341686
03495671,_derivationally_related_form,10160913
03828155,_hypernym,04085365
02933990,_has_part,02934168
02321391,_derivationally_related_form,00781685
01656458,_derivationally_related_form,00218753
00932161,_hypernym,01030132
13541167,_hypernym,00029677
06695862,_derivationally_related_form,00768778
10084635,_derivationally_related_form,00800421
01513838,_derivationally_related_form,09425607
12094121,_member_meronym,12094244
01735189,_hypernym,01727646
10724372,_hypernym,00007846
01328513,_hypernym,01296462
08860123,_member_of_domain_region,04157099
00955601,_derivationally_related_form,07172756
13860793,_derivationally_related_form,00445169
10478626,_derivationally_related_form,02642814
00043765,_derivationally_related_form,13954818
06882333,_hypernym,13880811
01640207,_derivationally_related_form,00643250
14632129,_derivationally_related_form,00187016
00731789,_hypernym,00464321
12358485,_member_meronym,12169526
09070793,_instance_hypernym,08691669
00689673,_synset_domain_topic_of,13308999
11656380,_member_meronym,11656771
04886402,_hypernym,04886101
14359174,_hypernym,14299637
02030158,_derivationally_related_form,01201021
10312077,_hypernym,09615807
01328705,_derivationally_related_form,02671421
10286539,_hypernym,10608385
14417300,_hypernym,14416845
11801038,_member_meronym,11801247
12404943,_member_meronym,12410032
04127633,_hypernym,04072193
09453887,_instance_hypernym,09411430
09333334,_instance_hypernym,09328904
02494866,_member_meronym,02495446
13503673,_synset_domain_topic_of,06055946
05258889,_hypernym,05256862
02802215,_derivationally_related_form,09842047
00205766,_hypernym,00438178
08579487,_hypernym,08593262
01579153,_hypernym,01850315
06687358,_hypernym,06686736
12637729,_member_meronym,12641180
00855512,_hypernym,00670261
07105475,_member_of_domain_usage,00064151
10657556,_hypernym,10657835
12806455,_member_meronym,12807409
08816236,_instance_hypernym,08696931
00993892,_hypernym,00115157
01011031,_derivationally_related_form,09814660
00101800,_derivationally_related_form,04835028
13412321,_derivationally_related_form,02471690
01886220,_member_meronym,02469588
00504270,_derivationally_related_form,14859344
02399000,_has_part,02399424
08723006,_has_part,08728462
01739814,_derivationally_related_form,08438067
13233012,_member_meronym,13233548
00605310,_derivationally_related_form,10118382
01696282,_member_meronym,01696849
